B07MJLYWP7	b07 mjlywp7	1
B00LZWV8JO	b00 lzwv8 jo	1
B07HCNLQRX	b07 hcnlqrx	1
B000FBJCJE	b000 fbjcje	1
B07MB46BSQ	b07 mb46 bsq	1
B07QYMXX41	b07 qymxx41	1
B07VQS3HHC	b07 vqs3 hhc	1
B07S8K7L62	b07 s8 k7 l62	1
B07PY4MDLZ	b07 py4 mdlz	1
B07PKQ5GYZ	b07 pkq5 gyz	1
B07W54MPDZ	b07 w54 mpdz	1
B084SSDSYS	b084 ssdsys	1
B00R13OYU6	b00 r13 oyu6	1
B00U7G0UYI	b00 u7 g0 uyi	1
B007JL6IYU	b007 jl6 iyu	1
B07C3S19BL	b07 c3 s19 bl	1
B07JYZ4G6N	b07 jyz4 g6 n	1
B07J489X7H	b07 j489 x7 h	1
B00CNQ2VPQ	b00 cnq2 vpq	1
B000TWUTY6	b000 twuty6	1
B00IUPH39I	b00 iuph39 i	1
B00CG61XR0	b00 cg61 xr0	1
B005Q33VZC	b005 q33 vzc	1
